entry,at,order
"-- starting hand #223 (id: zo4fjncjbx9i)  No Limit Texas Hold'em (dealer: ""rowan @ GthBpPSqaK"") --",2026-09-13T16:55:52.264Z,178931855226400
"""rowan @ GthBpPSqaK"" shows a 8♣.",2026-09-13T16:55:49.209Z,178931854920900
"""Sul3 @ 9dMYR0bjPk"" shows a 4♥, 5♦.",2026-09-13T16:55:49.081Z,178931854908100
"-- ending hand #222 --",2026-09-13T16:55:47.917Z,178931854791702
"""rowan @ GthBpPSqaK"" collected 1.40 from pot",2026-09-13T16:55:47.917Z,178931854791701
"Uncalled bet of 1.05 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:55:47.917Z,178931854791700
"""Sul3 @ 9dMYR0bjPk"" folds",2026-09-13T16:55:47.113Z,178931854711300
"""rowan @ GthBpPSqaK"" bets 1.05",2026-09-13T16:55:46.280Z,178931854628000
"River: 4♣, 2♠, 6♦, 7♦ [J♣]",2026-09-13T16:55:43.412Z,178931854341200
"""Sul3 @ 9dMYR0bjPk"" checks",2026-09-13T16:55:42.579Z,178931854257900
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:55:39.180Z,178931853918000
"Turn: 4♣, 2♠, 6♦ [7♦]",2026-09-13T16:55:38.858Z,178931853885800
"""Sul3 @ 9dMYR0bjPk"" checks",2026-09-13T16:55:38.040Z,178931853804000
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:55:37.199Z,178931853719900
"Flop:  [4♣, 2♠, 6♦]",2026-09-13T16:55:36.431Z,178931853643100
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:55:35.609Z,178931853560900
"""rowan @ GthBpPSqaK"" calls 0.60",2026-09-13T16:55:34.738Z,178931853473800
"""Sul3 @ 9dMYR0bjPk"" raises to 0.60",2026-09-13T16:55:33.890Z,178931853389000
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:55:32.370Z,178931853237006
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:55:32.370Z,178931853237005
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (64.99) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (98.25) | #10 ""Sul3 @ 9dMYR0bjPk"" (21.76)",2026-09-13T16:55:32.370Z,178931853237001
"-- starting hand #222 (id: jmpxng9dafvy)  No Limit Texas Hold'em (dealer: ""Sul3 @ 9dMYR0bjPk"") --",2026-09-13T16:55:32.370Z,178931853237000
"-- ending hand #221 --",2026-09-13T16:55:26.363Z,178931852636303
"""rowan @ GthBpPSqaK"" collected 2.10 from pot with Pair, A's (combination: 7♣, Q♥, K♠, A♥, A♠)",2026-09-13T16:55:26.363Z,178931852636302
